,text,label
353,My motivations to guide me through this journey whether as a digital marketer or launching a startup,1
354,Hardwork and devotion,1
355,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
356,Find new ways to locate contractors that wants to understand the FIDIC mindset.,1
357,Hardwork and devotion,1
358,"I could benefit from some outside perspective on how to package my services and, fine-tune my ideas on a niche.",0
359,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
360,"Integrity, Hardwork, Time Consciousn and Determination",1
361,Motivasi nya ingin mengembangkan usaha saya kepada taraf yang lebih baik dan sehat,1
362,Motivasi nya ingin mengembangkan usaha saya kepada taraf yang lebih baik dan sehat,1
363,"My motivation is based on the fact that we want to be successful and the only way this can be achieved is by learning from those that have succeeded in our line of business.
We need their knowledge and expertise.",1
364,Mempunyai branding produk sendiri untuk usaha saya. Dan cukup dikenal dikalangan masyarakat.,0
365,Hardwork and devotion,1
366,Apoyo en la búsqueda de capital inversionista,0
367,Necesito el impulso para comenzar y las herramientas de otros profesionales para no cegarme con una idea y poder ver y empatizar con otras maneras de pensar.,1
368,Motivation,1
369,Hardwork and devotion,1
370,Necesito el impulso para comenzar y las herramientas de otros profesionales para no cegarme con una idea y poder ver y empatizar con otras maneras de pensar.,1
371,Ingin mendapatkan ilmu marketing online,0
372,"To inject technical expertise, influence, network, investment, and visibility into our project.",0
373,"Integrity, Hardwork, Time Consciousn and Determination",1
374,networking to get new point of view for marketing my digital development services (berjejaring dan mendapatkan sudut pandang baru untuk memasarkan produk jasa pengembangan digital),0
375,ampliar mi red de alianzas y partners,0
376,networking to get new point of view for marketing my digital development services (berjejaring dan mendapatkan sudut pandang baru untuk memasarkan produk jasa pengembangan digital),0
377,escuchar un punto de vista externo,0
378,"I could benefit from some outside perspective on how to package my services and, fine-tune my ideas on a niche.",0
379,"Integrity, Hardwork, Time Consciousn and Determination",1
380,"More interested in venture partners, at this time.",0
381,"I could benefit from some outside perspective on how to package my services and, fine-tune my ideas on a niche.",0
382,ampliar mi red de alianzas y partners,0
383,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
384,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
385,"I could benefit from some outside perspective on how to package my services and, fine-tune my ideas on a niche.",0
386,"More interested in venture partners, at this time.",0
387,"Tenemos debilidades en la parte comercial, el producto es excelente pero nos falta alguien que tenga el conocimiento y los contactos para aumentar las ventas.",0
388,Necesito el impulso para comenzar y las herramientas de otros profesionales para no cegarme con una idea y poder ver y empatizar con otras maneras de pensar.,1
389,Motivasi saya ingin dapat merealisasikan bisnis ini dan harapannya dengan mentor saya bisa dapat memulai dan mengerti akan dunia bisnis.,1
390,Su visión externa,0
391,networking to get new point of view for marketing my digital development services (berjejaring dan mendapatkan sudut pandang baru untuk memasarkan produk jasa pengembangan digital),0
392,"More interested in venture partners, at this time.",0
393,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
394,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
395,Me gustaría tener una opinión externa acerca de mi negocio.,0
396,"Integrity, Hardwork, Time Consciousn and Determination",1
397,No sé por dónde empezar con mis finanzas y cómo impulsar mis ventas.,0
398,Ingin mendapatkan ilmu marketing online,0
399,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
400,Motivasi nya ingin mengembangkan usaha saya kepada taraf yang lebih baik dan sehat,1
401,networking to get new point of view for marketing my digital development services (berjejaring dan mendapatkan sudut pandang baru untuk memasarkan produk jasa pengembangan digital),0
402,networking to get new point of view for marketing my digital development services (berjejaring dan mendapatkan sudut pandang baru untuk memasarkan produk jasa pengembangan digital),0
403,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
404,"The core motivation is to inspire and empower audiences by spotlighting the transformative stories of African leaders and creators. Working with interviewees offers an opportunity to co-create a narrative that challenges stereotypes, celebrates cultural heritage, and paves the way for future innovation and collaboration.",1
405,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
406,I need an investor for my business,0
407,Hardwork and devotion,1
408,Su visión externa,0
409,Motivasi saya mengikuti mentoring ini supaya saya mendapat mentor agar saya bisa dibantu untuk dapat arahan Usaha yang akan dijalankan akan segera direalisasikan.,1
410,Fundamental para este momento,1
411,Apoyo en la búsqueda de capital inversionista,0
412,Motivasi nya ingin mengembangkan usaha saya kepada taraf yang lebih baik dan sehat,1
413,"Integrity, Hardwork, Time Consciousn and Determination",1
414,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
415,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
416,"I could benefit from some outside perspective on how to package my services and, fine-tune my ideas on a niche.",0
417,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
418,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
419,"More interested in venture partners, at this time.",0
420,Aprender de la experiencia de otros,0
421,Aprender de la experiencia de otros,0
422,Quiero una guía externa que vea mi negocio desde afuera con una perspectiva critica y sincera y que me ayude a descubrir el camino hacia la alta productividad y rentabilidad estable.,0
423,ampliar mi red de alianzas y partners,0
424,Hardwork and devotion,1
425,"I could benefit from some outside perspective on how to package my services and, fine-tune my ideas on a niche.",0
426,"Tenemos debilidades en la parte comercial, el producto es excelente pero nos falta alguien que tenga el conocimiento y los contactos para aumentar las ventas.",0
427,escuchar un punto de vista externo,0
428,"necesito orientación en publicidad, tecnología, marketing, etc",0
429,"Integrity, Hardwork, Time Consciousn and Determination",1
430,To boost inner confidence.,1
431,Hardwork and devotion,1
432,Ingin mendapatkan ilmu marketing online,0
433,I'm stuck!,0
434,Su visión externa,0
435,Hardwork and devotion,1
436,"I could benefit from some outside perspective on how to package my services and, fine-tune my ideas on a niche.",0
437,Ingin mendapatkan ilmu marketing online,0
438,escuchar un punto de vista externo,0
439,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
440,Motivasi nya ingin mengembangkan usaha saya kepada taraf yang lebih baik dan sehat,1
441,"To inject technical expertise, influence, network, investment, and visibility into our project.",0
442,escuchar un punto de vista externo,0
443,Su experiencia es de mucha importancia para el avance,1
444,"My motivation is based on the fact that we want to be successful and the only way this can be achieved is by learning from those that have succeeded in our line of business.
We need their knowledge and expertise.",1
445,C'est d apprendre plus et le networking est important,0
446,Requiero de alguien fuera de mi ciclo que me apoye con una visión distinta a fortalecer este emprendimiento,0
447,Apoyo en la búsqueda de capital inversionista,0
448,Su visión externa,0
449,Apoyo en la búsqueda de capital inversionista,0
450,networking to get new point of view for marketing my digital development services (berjejaring dan mendapatkan sudut pandang baru untuk memasarkan produk jasa pengembangan digital),0
451,Find new ways to locate contractors that wants to understand the FIDIC mindset.,1
452,Necesito el impulso para comenzar y las herramientas de otros profesionales para no cegarme con una idea y poder ver y empatizar con otras maneras de pensar.,1
453,Apoyo en la búsqueda de capital inversionista,0
454,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
455,motivasi saya semoga ada nya pelatihan ini bisa menambah ide baru atau strategi baru untuk zaman kini yang semakin berkembang nya teknologi dan kemanan nya,1
456,Motivasi nya ingin mengembangkan usaha saya kepada taraf yang lebih baik dan sehat,1
457,escuchar un punto de vista externo,0
458,"More interested in venture partners, at this time.",0
459,escuchar un punto de vista externo,0
460,Motivasi nya ingin mengembangkan usaha saya kepada taraf yang lebih baik dan sehat,1
461,"I would love to have a mentor help me grow and see things I don't know. I am internally motivated and not afraid to work hard but I hate spinning  my wheels with mistakes that through trial and error I learn were totally foolish or maybe weren't completely wrong but I don't know how to surgically examine the taken action and make the 1 or 2 tweaks necessary, doing that alone with limited or no results weighs on you over time no matter how gritty you are... that being said I am not going to stop. I will find a way and I know this attitude will help connect me the right people.",1
462,Hardwork and devotion,1
463,"Tener experiencia, retroalimentación y generar relaciones.",0
464,C'est d apprendre plus et le networking est important,0
465,Expandir mi negocio,0
466,Más que un mentor busco explorar sinergias,0
467,escuchar un punto de vista externo,0
468,Hardwork and devotion,1
469,Necesito el impulso para comenzar y las herramientas de otros profesionales para no cegarme con una idea y poder ver y empatizar con otras maneras de pensar.,1
470,Motivasi saya mengikuti mentoring ini supaya saya mendapat mentor agar saya bisa dibantu untuk dapat arahan Usaha yang akan dijalankan akan segera direalisasikan.,1
471,seek assitance,0
472,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
473,escuchar un punto de vista externo,0
474,networking to get new point of view for marketing my digital development services (berjejaring dan mendapatkan sudut pandang baru untuk memasarkan produk jasa pengembangan digital),0
475,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
476,Para adquirir experiencia en el mercado.,0
477,"To inject technical expertise, influence, network, investment, and visibility into our project.",0
478,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
479,Hardwork and devotion,1
480,Hardwork and devotion,1
481,Ampliar contactos,0
482,"Motivasi saya karena ingin belajar banyak hal, saling sharing sesama pebisnis, menambah ilmu terkait dunia usaha/kerja, dan mengetahui adanya peluang masa depan",1
483,Motivasi saya ingin dapat merealisasikan bisnis ini dan harapannya dengan mentor saya bisa dapat memulai dan mengerti akan dunia bisnis.,1
484,"My motivation is based on the fact that we want to be successful and the only way this can be achieved is by learning from those that have succeeded in our line of business.
We need their knowledge and expertise.",1
485,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
486,Requiero de alguien fuera de mi ciclo que me apoye con una visión distinta a fortalecer este emprendimiento,0
487,"Motivasinya: Membantu mengetahui tips n trick bagi permasalahan yang saya sebutkan di atas seperti sulitnya memasarkan produk fashion di daerah saya, terus memberikan pelayanan yang lebih baik kepada para customer, mendapatkan lebih banyak Resseler lagi yang benar-benar mau gabung, dan membantu di dalam pengelolaan keuangan online shop saya",1
488,Su experiencia es de mucha importancia para el avance,1
489,ingin meningkatkan networking dan perluas bisnis,0
490,Me gustaría tener una opinión externa acerca de mi negocio.,0
491,Aprender de la experiencia de otros,0
492,Motivasi nya ingin mengembangkan usaha saya kepada taraf yang lebih baik dan sehat,1
493,Apoyo en la búsqueda de capital inversionista,0
494,Su visión externa,0
495,Motivasi saya ingin dapat merealisasikan bisnis ini dan harapannya dengan mentor saya bisa dapat memulai dan mengerti akan dunia bisnis.,1
496,My motivation is great,1
497,Motivasi nya ingin mengembangkan usaha saya kepada taraf yang lebih baik dan sehat,1
498,Hardwork and devotion,1
499,Fundamental para este momento,1
500,networking to get new point of view for marketing my digital development services (berjejaring dan mendapatkan sudut pandang baru untuk memasarkan produk jasa pengembangan digital),0
501,Apoyo en la búsqueda de capital inversionista,0
502,Guia en areas tecnologicas que no son mi fuerte.,0
503,"I could benefit from some outside perspective on how to package my services and, fine-tune my ideas on a niche.",0
504,No sé por dónde empezar con mis finanzas y cómo impulsar mis ventas.,0
505,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
506,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
507,"I could benefit from some outside perspective on how to package my services and, fine-tune my ideas on a niche.",0
508,"I could benefit from some outside perspective on how to package my services and, fine-tune my ideas on a niche.",0
509,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
510,To boost inner confidence.,1
511,Más que un mentor busco explorar sinergias,0
512,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
513,Motivasi saya mengikuti mentoring ini supaya saya mendapat mentor agar saya bisa dibantu untuk dapat arahan Usaha yang akan dijalankan akan segera direalisasikan.,1
514,escuchar un punto de vista externo,0
515,Apoyo en la búsqueda de capital inversionista,0
516,Hardwork and devotion,1
517,"My motivation is based on the fact that we want to be successful and the only way this can be achieved is by learning from those that have succeeded in our line of business.
We need their knowledge and expertise.",1
518,Hardwork and devotion,1
519,No sé por dónde empezar con mis finanzas y cómo impulsar mis ventas.,0
520,Motivasi nya ingin mengembangkan usaha saya kepada taraf yang lebih baik dan sehat,1
521,escuchar un punto de vista externo,0
522,"I could benefit from some outside perspective on how to package my services and, fine-tune my ideas on a niche.",0
523,Hardwork and devotion,1
524,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
525,Apoyo en la búsqueda de capital inversionista,0
526,escuchar un punto de vista externo,0
527,Saling sharing,0
528,Motivasi nya ingin mengembangkan usaha saya kepada taraf yang lebih baik dan sehat,1
529,Ingin mendapatkan ilmu marketing online,0
530,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
531,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
532,Apoyo en la búsqueda de capital inversionista,0
533,Motivasi saya ingin dapat merealisasikan bisnis ini dan harapannya dengan mentor saya bisa dapat memulai dan mengerti akan dunia bisnis.,1
534,Ingin mendapatkan ilmu marketing online,0
535,Ingin mendapatkan ilmu marketing online,0
536,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
537,Fundamental para este momento,1
538,ampliar mi red de alianzas y partners,0
539,networking to get new point of view for marketing my digital development services (berjejaring dan mendapatkan sudut pandang baru untuk memasarkan produk jasa pengembangan digital),0
540,Mendapatkan ilmu marketing dan melek dunia digital,0
541,To boost inner confidence.,1
542,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
543,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
544,ampliar mi red de alianzas y partners,0
545,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
546,"Integrity, Hardwork, Time Consciousn and Determination",1
547,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
548,"To inject technical expertise, influence, network, investment, and visibility into our project.",0
549,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
550,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
551,I need an investor for my business,0
552,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
553,"More interested in venture partners, at this time.",0
554,"I could benefit from some outside perspective on how to package my services and, fine-tune my ideas on a niche.",0
555,"Tenemos debilidades en la parte comercial, el producto es excelente pero nos falta alguien que tenga el conocimiento y los contactos para aumentar las ventas.",0
556,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
557,Apoyo en la búsqueda de capital inversionista,0
558,"My motivation is based on the fact that we want to be successful and the only way this can be achieved is by learning from those that have succeeded in our line of business.
We need their knowledge and expertise.",1
559,Find new ways to locate contractors that wants to understand the FIDIC mindset.,1
560,Hardwork and devotion,1
561,Motivasi nya ingin mengembangkan usaha saya kepada taraf yang lebih baik dan sehat,1
562,Ingin mendapatkan ilmu marketing online,0
563,"More interested in venture partners, at this time.",0
564,"To inject technical expertise, influence, network, investment, and visibility into our project.",0
565,Apoyo en la búsqueda de capital inversionista,0
566,"More interested in venture partners, at this time.",0
567,Ingin mendapatkan ilmu marketing online,0
568,Me gustaría tener una opinión externa acerca de mi negocio.,0
569,Hardwork and devotion,1
570,Motivasi nya ingin mengembangkan usaha saya kepada taraf yang lebih baik dan sehat,1
571,My motivations to guide me through this journey whether as a digital marketer or launching a startup,1
572,ampliar mi red de alianzas y partners,0
573,Membangun networking dan juga sharing pengalaman,0
574,Mendapatkan ilmu marketing dan melek dunia digital,0
575,"To inject technical expertise, influence, network, investment, and visibility into our project.",0
576,escuchar un punto de vista externo,0
577,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
578,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
579,"Motivasi saya karena ingin belajar banyak hal, saling sharing sesama pebisnis, menambah ilmu terkait dunia usaha/kerja, dan mengetahui adanya peluang masa depan",1
580,Hardwork and devotion,1
581,"First and foremost, the motivation that the mentor instills. Having a mentor would play a valuable role in my life. My motivations are achieving new levels of success, developing increased knowledge, receiving constructive criticism, personal growth, having those words of encouragement, setting firm boundaries, having unbiased opinions and goal setting. Understanding the value of the mentor's wisdom and knowledge and being able to pass it on and the challenge of helping people achieve their goals.",1
582,To boost inner confidence.,1
583,Motivasi saya ingin dapat merealisasikan bisnis ini dan harapannya dengan mentor saya bisa dapat memulai dan mengerti akan dunia bisnis.,1
584,networking to get new point of view for marketing my digital development services (berjejaring dan mendapatkan sudut pandang baru untuk memasarkan produk jasa pengembangan digital),0
585,"I could benefit from some outside perspective on how to package my services and, fine-tune my ideas on a niche.",0
586,C'est d apprendre plus et le networking est important,0
587,Ingin mendapatkan ilmu marketing online,0
588,My motivations to guide me through this journey whether as a digital marketer or launching a startup,1
589,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
590,Mentor ahli Selling-Marketing-Branding,0
591,"To inject technical expertise, influence, network, investment, and visibility into our project.",0
592,"Integrity, Hardwork, Time Consciousn and Determination",1
593,To boost inner confidence.,1
594,Necesito el impulso para comenzar y las herramientas de otros profesionales para no cegarme con una idea y poder ver y empatizar con otras maneras de pensar.,1
595,Su visión externa,0
596,Mendapatkan ilmu marketing dan melek dunia digital,0
597,Motivasi nya ingin mengembangkan usaha saya kepada taraf yang lebih baik dan sehat,1
598,Que me de motivación  personal,1
599,"I do the work of my internet by what I am  self-motivated,try all my best effort to do it with enthusiasm and make the best of it .",1
600,Motivasi saya mengikuti mentoring ini supaya saya mendapat mentor agar saya bisa dibantu untuk dapat arahan Usaha yang akan dijalankan akan segera direalisasikan.,1
601,No sé por dónde empezar con mis finanzas y cómo impulsar mis ventas.,0
602,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
603,escuchar un punto de vista externo,0
604,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
605,I need an investor for my business,0
606,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
607,Motivasi nya ingin mengembangkan usaha saya kepada taraf yang lebih baik dan sehat,1
608,networking to get new point of view for marketing my digital development services (berjejaring dan mendapatkan sudut pandang baru untuk memasarkan produk jasa pengembangan digital),0
609,Motivasi nya ingin mengembangkan usaha saya kepada taraf yang lebih baik dan sehat,1
610,"More interested in venture partners, at this time.",0
611,ampliar mi red de alianzas y partners,0
612,Necesito el impulso para comenzar y las herramientas de otros profesionales para no cegarme con una idea y poder ver y empatizar con otras maneras de pensar.,1
613,Motivasi saya ingin dapat merealisasikan bisnis ini dan harapannya dengan mentor saya bisa dapat memulai dan mengerti akan dunia bisnis.,1
614,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
615,Each one teach one. Sharing is caring and every good turn deserves another. LET'S INSPIRE and motivate our magnificence!,1
616,Motivasi saya mengikuti mentoring ini supaya saya mendapat mentor agar saya bisa dibantu untuk dapat arahan Usaha yang akan dijalankan akan segera direalisasikan.,1
617,Hardwork and devotion,1
618,Hardwork and devotion,1
619,Motivasi saya mengikuti program ini adlah untuk menambah ilmu,1
620,No sé por dónde empezar con mis finanzas y cómo impulsar mis ventas.,0
621,Apoyo en la búsqueda de capital inversionista,0
622,Ingin mendapatkan ilmu marketing online,0
623,"Always half empty cup,",0
624,"To inject technical expertise, influence, network, investment, and visibility into our project.",0
625,Me gustaría tener una opinión externa acerca de mi negocio.,0
626,"I could benefit from some outside perspective on how to package my services and, fine-tune my ideas on a niche.",0
627,Su visión externa,0
628,Motivation,1
629,To boost inner confidence.,1
630,I need an investor for my business,0
631,Apoyo en la búsqueda de capital inversionista,0
632,Guidance and frustration,0
633,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
634,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
635,Hardwork and devotion,1
636,"Integrity, Hardwork, Time Consciousn and Determination",1
637,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
638,Requiero de alguien fuera de mi ciclo que me apoye con una visión distinta a fortalecer este emprendimiento,0
639,"Integrity, Hardwork, Time Consciousn and Determination",1
640,"I could benefit from some outside perspective on how to package my services and, fine-tune my ideas on a niche.",0
641,ampliar mi red de alianzas y partners,0
642,"I could benefit from some outside perspective on how to package my services and, fine-tune my ideas on a niche.",0
643,escuchar un punto de vista externo,0
644,Not Requited,0
645,ampliar mi red de alianzas y partners,0
646,"I could benefit from some outside perspective on how to package my services and, fine-tune my ideas on a niche.",0
647,Me gustaría tener una opinión externa acerca de mi negocio.,0
648,Hardwork and devotion,1
649,I need an investor for my business,0
650,"More interested in venture partners, at this time.",0
651,Find new ways to locate contractors that wants to understand the FIDIC mindset.,1
652,Apoyo en la búsqueda de capital inversionista,0
653,Ingin mendapatkan ilmu marketing online,0
654,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
655,My motivation is great,1
656,ampliar mi red de alianzas y partners,0
657,Motivasi nya ingin mengembangkan usaha saya kepada taraf yang lebih baik dan sehat,1
658,networking to get new point of view for marketing my digital development services (berjejaring dan mendapatkan sudut pandang baru untuk memasarkan produk jasa pengembangan digital),0
659,"Motivasi saya karena ingin belajar banyak hal, saling sharing sesama pebisnis, menambah ilmu terkait dunia usaha/kerja, dan mengetahui adanya peluang masa depan",1
660,"Esto potencia y fortalece el alma, la mente, el cuerpo y el espíritu construyendo una personalidad fortalecida para enfrentar los desafíos de emprender",1
661,"Es mi fuente de sustento, necesito poner en orden mi idea y resolverla",1
662,"My motivation is based on the fact that we want to be successful and the only way this can be achieved is by learning from those that have succeeded in our line of business.
We need their knowledge and expertise.",1
663,Aprender de la experiencia de otros,0
664,escuchar un punto de vista externo,0
665,"""I COME TO YOU NOT BRINGING MONEY, ONLY BRINGING OPPORTUNITIES""",0
666,Each one teach one. Sharing is caring and every good turn deserves another. LET'S INSPIRE and motivate our magnificence!,1
667,"Integrity, Hardwork, Time Consciousn and Determination",1
668,"My motivation is based on the fact that we want to be successful and the only way this can be achieved is by learning from those that have succeeded in our line of business.
We need their knowledge and expertise.",1
669,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
670,ampliar mi red de alianzas y partners,0
671,"My motivation is based on the fact that we want to be successful and the only way this can be achieved is by learning from those that have succeeded in our line of business.
We need their knowledge and expertise.",1
672,Más que un mentor busco explorar sinergias,0
673,"More interested in venture partners, at this time.",0
674,Motivasi saya mengikuti mentoring ini supaya saya mendapat mentor agar saya bisa dibantu untuk dapat arahan Usaha yang akan dijalankan akan segera direalisasikan.,1
675,"I could benefit from some outside perspective on how to package my services and, fine-tune my ideas on a niche.",0
676,Me gusta aprender de las experiencias de los demás,0
677,Ingin mendapatkan ilmu marketing online,0
678,Ingin mendapatkan ilmu marketing online,0
679,"Integrity, Hardwork, Time Consciousn and Determination",1
680,Motivasi saya ingin dapat merealisasikan bisnis ini dan harapannya dengan mentor saya bisa dapat memulai dan mengerti akan dunia bisnis.,1
681,"To inject technical expertise, influence, network, investment, and visibility into our project.",0
682,Necesito el impulso para comenzar y las herramientas de otros profesionales para no cegarme con una idea y poder ver y empatizar con otras maneras de pensar.,1
683,Me gustaría tener una opinión externa acerca de mi negocio.,0
684,ampliar mi red de alianzas y partners,0
685,"Motivasinya: Membantu mengetahui tips n trick bagi permasalahan yang saya sebutkan di atas seperti sulitnya memasarkan produk fashion di daerah saya, terus memberikan pelayanan yang lebih baik kepada para customer, mendapatkan lebih banyak Resseler lagi yang benar-benar mau gabung, dan membantu di dalam pengelolaan keuangan online shop saya",1
686,Ingin mendapatkan ilmu marketing online,0
687,"Integrity, Hardwork, Time Consciousn and Determination",1
688,Not Requited,0
689,"We need a vision from outside that can help us in the development. We are a really little group of people working for this proyect and the daily routine to mantaine everything working and developing consume most of the time, not giving us the possibility to focus on the main goals",0
690,Find new ways to locate contractors that wants to understand the FIDIC mindset.,1
691,"Integrity, Hardwork, Time Consciousn and Determination",1
692,Motivation,1
693,Apoyo en la búsqueda de capital inversionista,0
694,Lluvia de ideas,0
695,ampliar mi red de alianzas y partners,0
696,To boost inner confidence.,1
697,Más que un mentor busco explorar sinergias,0
698,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
699,Menambah networking dan wawasan,0
700,Membangun networking dan juga sharing pengalaman,0
701,Motivasi saya mengikuti mentoring ini supaya saya mendapat mentor agar saya bisa dibantu untuk dapat arahan Usaha yang akan dijalankan akan segera direalisasikan.,1
702,Aprender de la experiencia de otros,0
703,networking to get new point of view for marketing my digital development services (berjejaring dan mendapatkan sudut pandang baru untuk memasarkan produk jasa pengembangan digital),0
704,Mendapatkan ilmu marketing dan melek dunia digital,0
705,"I could benefit from some outside perspective on how to package my services and, fine-tune my ideas on a niche.",0
706,Go export,0
707,Apoyo en la búsqueda de capital inversionista,0
708,Ingin mendapatkan ilmu marketing online,0
709,ampliar mi red de alianzas y partners,0
710,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
711,Hardwork and devotion,1
712,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
713,"- To receive guidance from somebody with greater knowledge and experience
- foster a working relationship with someone external to the business who can offer outside/objective guidance",0
714,Usaha maju dan bisa mendapat networking yang luas,0
715,Necesito el impulso para comenzar y las herramientas de otros profesionales para no cegarme con una idea y poder ver y empatizar con otras maneras de pensar.,1
716,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
717,My motivations to guide me through this journey whether as a digital marketer or launching a startup,1
718,To boost inner confidence.,1
719,Ingin mendapatkan ilmu marketing online,0
720,Find new ways to locate contractors that wants to understand the FIDIC mindset.,1
721,Quiero desarrollar un pensamiento estratégico que me permita posicionar mi marca en el mercado nacional e internacional,1
722,Saling sharing,0
723,I need an investor for my business,0
724,My motivations to guide me through this journey whether as a digital marketer or launching a startup,1
725,"I could benefit from some outside perspective on how to package my services and, fine-tune my ideas on a niche.",0
726,"I could benefit from some outside perspective on how to package my services and, fine-tune my ideas on a niche.",0
727,"More interested in venture partners, at this time.",0
728,Hardwork and devotion,1
729,"More interested in venture partners, at this time.",0
730,No sé por dónde empezar con mis finanzas y cómo impulsar mis ventas.,0
731,Motivasi nya ingin mengembangkan usaha saya kepada taraf yang lebih baik dan sehat,1
732,"My motivation is based on the fact that we want to be successful and the only way this can be achieved is by learning from those that have succeeded in our line of business.
We need their knowledge and expertise.",1
733,No sé por dónde empezar con mis finanzas y cómo impulsar mis ventas.,0
734,ampliar mi red de alianzas y partners,0
735,Motivasi saya mengikuti program ini adlah untuk menambah ilmu,1
736,Guidance and frustration,0
737,"Integrity, Hardwork, Time Consciousn and Determination",1
738,"To inject technical expertise, influence, network, investment, and visibility into our project.",0
739,"""I COME TO YOU NOT BRINGING MONEY, ONLY BRINGING OPPORTUNITIES""",0
740,Apoyo en la búsqueda de capital inversionista,0
741,To boost inner confidence.,1
742,"Motivasi saya karena ingin belajar banyak hal, saling sharing sesama pebisnis, menambah ilmu terkait dunia usaha/kerja, dan mengetahui adanya peluang masa depan",1
743,"Es mi fuente de sustento, necesito poner en orden mi idea y resolverla",1
